,Station,Depth,Filter,MGT,Transcripts,Gene,Ocean_and_sea_regions,Reads_per_Kb_per_million_mapped_reads
995,128,SRF,0.8 to 5,58,2.15e-07,alma1,North Pacific Ocean,215.0
996,128,SRF,0.8 to 5,166,0.0,alma1,North Pacific Ocean,0.0
997,128,SRF,0.8 to 5,36,4.88e-08,alma1,North Pacific Ocean,48.8
998,128,SRF,0.8 to 5,225,0.0,alma1,North Pacific Ocean,0.0
999,128,SRF,0.8 to 5,179,0.0,alma1,North Pacific Ocean,0.0
1000,128,SRF,0.8 to 5,2743,0.0,alma1,North Pacific Ocean,0.0
1001,128,SRF,0.8 to 5,66,0.0,alma1,North Pacific Ocean,0.0
1002,128,SRF,0.8 to 5,44,0.0,alma1,North Pacific Ocean,0.0
1003,25,DCM,20 to 180,35,3.87e-08,alma1,Mediterranean Sea,38.7
1004,25,DCM,20 to 180,59,0.0,alma1,Mediterranean Sea,0.0
1005,25,DCM,20 to 180,44,0.0,alma1,Mediterranean Sea,0.0
1006,25,DCM,20 to 180,12,8.359999999999999e-07,alma1,Mediterranean Sea,835.9999999999999
1007,38,DCM,20 to 180,46,8e-07,alma1,Indian Ocean,800.0
1008,38,DCM,20 to 180,179,0.0,alma1,Indian Ocean,0.0
1009,38,DCM,20 to 180,44,0.0,alma1,Indian Ocean,0.0
1010,38,DCM,20 to 180,188,0.0,alma1,Indian Ocean,0.0
1011,38,DCM,20 to 180,166,0.0,alma1,Indian Ocean,0.0
1012,38,DCM,20 to 180,12,5.71e-08,alma1,Indian Ocean,57.1
1013,25,SRF,0.8 to 5,36,1.2699999999999999e-07,alma1,Mediterranean Sea,126.99999999999999
1014,142,SRF,20 to 180,12,3.8100000000000004e-08,alma1,North Atlantic Ocean,38.1
1015,142,SRF,20 to 180,46,2.75e-07,alma1,North Atlantic Ocean,275.0
1016,142,SRF,20 to 180,58,5.3e-08,alma1,North Atlantic Ocean,53.0
1017,7,SRF,0.8 to 5,66,0.0,alma1,Mediterranean Sea,0.0
1018,7,SRF,0.8 to 5,36,1.48e-07,alma1,Mediterranean Sea,148.0
1019,148,SRF,20 to 180,38,0.0,alma1,North Atlantic Ocean,0.0
1020,148,SRF,20 to 180,66,0.0,alma1,North Atlantic Ocean,0.0
1021,148,SRF,20 to 180,12,3.43e-08,alma1,North Atlantic Ocean,34.300000000000004
1022,148,SRF,20 to 180,2493,2.22e-07,alma1,North Atlantic Ocean,222.0
1023,70,SRF,0.8 to 5,36,4.67e-08,alma1,South Atlantic Ocean,46.7
1024,70,SRF,0.8 to 5,44,0.0,alma1,South Atlantic Ocean,0.0
1025,70,SRF,0.8 to 5,332,0.0,alma1,South Atlantic Ocean,0.0
1026,70,SRF,0.8 to 5,66,0.0,alma1,South Atlantic Ocean,0.0
1027,70,SRF,0.8 to 5,58,5.4400000000000004e-08,alma1,South Atlantic Ocean,54.400000000000006
1028,9,DCM,0.8 to 5,166,0.0,alma1,Mediterranean Sea,0.0
1029,9,DCM,0.8 to 5,36,3.1e-07,alma1,Mediterranean Sea,310.0
1030,9,DCM,0.8 to 5,58,0.0,alma1,Mediterranean Sea,0.0
1031,9,DCM,0.8 to 5,24,0.0,alma1,Mediterranean Sea,0.0
1032,9,DCM,0.8 to 5,44,0.0,alma1,Mediterranean Sea,0.0
1033,9,DCM,0.8 to 5,178,2.9e-07,alma1,Mediterranean Sea,290.0
1034,9,DCM,0.8 to 5,179,0.0,alma1,Mediterranean Sea,0.0
1035,9,DCM,0.8 to 5,66,0.0,alma1,Mediterranean Sea,0.0
1036,145,SRF,0.8 to 5,44,0.0,alma1,North Atlantic Ocean,0.0
1037,145,SRF,0.8 to 5,13,3.62e-08,alma1,North Atlantic Ocean,36.2
1038,145,SRF,0.8 to 5,66,0.0,alma1,North Atlantic Ocean,0.0
1039,145,SRF,0.8 to 5,225,0.0,alma1,North Atlantic Ocean,0.0
1040,145,SRF,0.8 to 5,36,1.13e-07,alma1,North Atlantic Ocean,113.0
1041,145,SRF,0.8 to 5,1255,0.0,alma1,North Atlantic Ocean,0.0
1042,145,SRF,0.8 to 5,4,7.29e-08,alma1,North Atlantic Ocean,72.89999999999999
1043,145,SRF,0.8 to 5,58,1.23e-07,alma1,North Atlantic Ocean,123.0
1044,145,SRF,0.8 to 5,67,3.62e-08,alma1,North Atlantic Ocean,36.2
1045,145,SRF,0.8 to 5,747,0.0,alma1,North Atlantic Ocean,0.0
1046,111,DCM,20 to 180,46,1.8999999999999998e-08,alma1,South Pacific Ocean,18.999999999999996
1047,111,DCM,20 to 180,332,0.0,alma1,South Pacific Ocean,0.0
1048,111,DCM,20 to 180,44,0.0,alma1,South Pacific Ocean,0.0
1049,111,DCM,20 to 180,2493,3.7999999999999996e-08,alma1,South Pacific Ocean,37.99999999999999
1050,111,DCM,20 to 180,12,3.46e-07,alma1,South Pacific Ocean,346.0
1051,151,DCM,180 to 2000,2493,4.7800000000000005e-08,alma1,North Atlantic Ocean,47.800000000000004
1052,68,SRF,5 to 20,1580,1.13e-07,alma1,South Atlantic Ocean,113.0
1053,68,SRF,5 to 20,58,0.0,alma1,South Atlantic Ocean,0.0
1054,68,SRF,5 to 20,1255,0.0,alma1,South Atlantic Ocean,0.0
1055,68,SRF,5 to 20,44,0.0,alma1,South Atlantic Ocean,0.0
1056,68,SRF,5 to 20,12,4.08e-08,alma1,South Atlantic Ocean,40.800000000000004
1057,123,SRF,20 to 180,2493,1.78e-08,alma1,South Pacific Ocean,17.8
1058,123,SRF,20 to 180,44,0.0,alma1,South Pacific Ocean,0.0
1059,84,SRF,180 to 2000,13,5.59e-07,alma1,Southern Ocean (S of 40S),559.0
1060,84,SRF,180 to 2000,85,8.71e-08,alma1,Southern Ocean (S of 40S),87.10000000000001
1061,84,SRF,180 to 2000,74,2.75e-08,alma1,Southern Ocean (S of 40S),27.5
1062,84,SRF,180 to 2000,112,2.01e-07,alma1,Southern Ocean (S of 40S),201.0
1063,84,SRF,180 to 2000,4,6.93e-07,alma1,Southern Ocean (S of 40S),693.0
1064,84,SRF,180 to 2000,67,4.6200000000000003e-07,alma1,Southern Ocean (S of 40S),462.00000000000006
1065,84,SRF,180 to 2000,30,1.06e-07,alma1,Southern Ocean (S of 40S),106.0
1066,64,DCM,20 to 180,12,2.88e-07,alma1,Indian Ocean,288.0
1067,64,DCM,20 to 180,46,1.55e-07,alma1,Indian Ocean,155.0
1068,65,DCM,5 to 20,58,3.12e-08,alma1,Indian Ocean,31.200000000000003
1069,65,DCM,5 to 20,66,0.0,alma1,Indian Ocean,0.0
1070,65,DCM,5 to 20,178,4.38e-08,alma1,Indian Ocean,43.800000000000004
1071,149,SRF,20 to 180,46,7.89e-08,alma1,North Atlantic Ocean,78.89999999999999
1072,149,SRF,20 to 180,12,6.59e-08,alma1,North Atlantic Ocean,65.9
1073,149,SRF,20 to 180,2493,4.9400000000000006e-08,alma1,North Atlantic Ocean,49.400000000000006
1074,22,DCM,0.8 to 5,2743,0.0,alma1,Mediterranean Sea,0.0
1075,22,DCM,0.8 to 5,66,0.0,alma1,Mediterranean Sea,0.0
1076,22,DCM,0.8 to 5,12,2.58e-08,alma1,Mediterranean Sea,25.8
1077,22,DCM,0.8 to 5,24,0.0,alma1,Mediterranean Sea,0.0
1078,22,DCM,0.8 to 5,36,3.83e-07,alma1,Mediterranean Sea,383.0
1079,22,DCM,0.8 to 5,44,0.0,alma1,Mediterranean Sea,0.0
1080,70,SRF,180 to 2000,46,2.37e-08,alma1,South Atlantic Ocean,23.7
1081,70,SRF,180 to 2000,44,0.0,alma1,South Atlantic Ocean,0.0
1082,70,SRF,180 to 2000,2493,3.53e-08,alma1,South Atlantic Ocean,35.3
1083,78,SRF,20 to 180,178,1.0199999999999999e-07,alma1,South Atlantic Ocean,101.99999999999999
1084,78,SRF,20 to 180,29,0.0,alma1,South Atlantic Ocean,0.0
1085,78,SRF,20 to 180,12,5.97e-08,alma1,South Atlantic Ocean,59.699999999999996
1086,41,SRF,180 to 2000,44,0.0,alma1,Indian Ocean,0.0
1087,25,DCM,0.8 to 5,178,6.84e-08,alma1,Mediterranean Sea,68.4
1088,25,DCM,0.8 to 5,225,0.0,alma1,Mediterranean Sea,0.0
1089,25,DCM,0.8 to 5,36,1.35e-07,alma1,Mediterranean Sea,135.0
1090,25,DCM,0.8 to 5,66,0.0,alma1,Mediterranean Sea,0.0
1091,39,DCM,20 to 180,166,0.0,alma1,Indian Ocean,0.0
1092,68,DCM,5 to 20,12,2.61e-08,alma1,South Atlantic Ocean,26.099999999999998
1093,68,DCM,5 to 20,44,0.0,alma1,South Atlantic Ocean,0.0
1094,98,DCM,5 to 20,44,0.0,alma1,South Pacific Ocean,0.0
1095,82,SRF,5 to 20,13,4.79e-06,alma1,Southern Ocean (S of 40S),4790.0
1096,82,SRF,5 to 20,85,4.7e-07,alma1,Southern Ocean (S of 40S),470.0
1097,82,SRF,5 to 20,74,0.0,alma1,Southern Ocean (S of 40S),0.0
1098,82,SRF,5 to 20,112,2.1800000000000002e-07,alma1,Southern Ocean (S of 40S),218.00000000000003
1099,82,SRF,5 to 20,4,6.6e-07,alma1,Southern Ocean (S of 40S),660.0
1100,82,SRF,5 to 20,30,9.810000000000001e-08,alma1,Southern Ocean (S of 40S),98.10000000000001
1101,82,SRF,5 to 20,67,2.77e-06,alma1,Southern Ocean (S of 40S),2770.0
1102,85,DCM,0.8 to 5,13,7.67e-07,alma1,Southern Ocean (S of 40S),767.0
1103,85,DCM,0.8 to 5,85,8.369999999999999e-08,alma1,Southern Ocean (S of 40S),83.69999999999999
1104,85,DCM,0.8 to 5,74,0.0,alma1,Southern Ocean (S of 40S),0.0
1105,85,DCM,0.8 to 5,112,9.039999999999999e-08,alma1,Southern Ocean (S of 40S),90.39999999999999
1106,85,DCM,0.8 to 5,4,2.88e-06,alma1,Southern Ocean (S of 40S),2880.0
1107,85,DCM,0.8 to 5,67,8.96e-07,alma1,Southern Ocean (S of 40S),896.0
1108,85,DCM,0.8 to 5,30,1.1900000000000001e-07,alma1,Southern Ocean (S of 40S),119.0
1109,110,SRF,5 to 20,44,0.0,alma1,South Pacific Ocean,0.0
1110,110,SRF,5 to 20,332,0.0,alma1,South Pacific Ocean,0.0
1111,110,SRF,5 to 20,46,1.23e-07,alma1,South Pacific Ocean,123.0
1112,125,SRF,5 to 20,2493,3.85e-08,alma1,South Pacific Ocean,38.5
1113,125,SRF,5 to 20,44,0.0,alma1,South Pacific Ocean,0.0
1114,125,SRF,5 to 20,58,0.0,alma1,South Pacific Ocean,0.0
1115,125,SRF,5 to 20,1580,6.049999999999999e-08,alma1,South Pacific Ocean,60.49999999999999
1116,109,SRF,5 to 20,36,7.07e-08,alma1,North Pacific Ocean,70.7
1117,109,SRF,5 to 20,166,0.0,alma1,North Pacific Ocean,0.0
1118,109,SRF,5 to 20,44,0.0,alma1,North Pacific Ocean,0.0
1119,109,SRF,5 to 20,179,0.0,alma1,North Pacific Ocean,0.0
1120,109,SRF,5 to 20,1580,4.56e-08,alma1,North Pacific Ocean,45.6
1121,109,SRF,5 to 20,58,0.0,alma1,North Pacific Ocean,0.0
1122,147,SRF,20 to 180,12,4.5700000000000006e-08,alma1,North Atlantic Ocean,45.7
1123,147,SRF,20 to 180,2493,1.1900000000000001e-07,alma1,North Atlantic Ocean,119.0
1124,36,SRF,0.8 to 5,44,0.0,alma1,Indian Ocean,0.0
1125,36,SRF,0.8 to 5,36,1.7699999999999998e-07,alma1,Indian Ocean,176.99999999999997
1126,36,SRF,0.8 to 5,166,0.0,alma1,Indian Ocean,0.0
1127,36,SRF,0.8 to 5,46,3.5e-08,alma1,Indian Ocean,35.0
1128,36,SRF,0.8 to 5,58,3.2200000000000004e-08,alma1,Indian Ocean,32.2
1129,36,SRF,0.8 to 5,66,0.0,alma1,Indian Ocean,0.0
1130,36,SRF,0.8 to 5,179,0.0,alma1,Indian Ocean,0.0
1131,138,SRF,5 to 20,44,0.0,alma1,North Pacific Ocean,0.0
1132,143,SRF,180 to 2000,2493,3.31e-08,alma1,North Atlantic Ocean,33.1
1133,143,SRF,180 to 2000,38,0.0,alma1,North Atlantic Ocean,0.0
1134,136,SRF,20 to 180,44,0.0,alma1,North Pacific Ocean,0.0
1135,136,SRF,20 to 180,46,2.21e-07,alma1,North Pacific Ocean,221.0
1136,82,DCM,180 to 2000,67,2.79e-06,alma1,Southern Ocean (S of 40S),2790.0
1137,82,DCM,180 to 2000,30,3.55e-08,alma1,Southern Ocean (S of 40S),35.5
1138,82,DCM,180 to 2000,4,7.68e-07,alma1,Southern Ocean (S of 40S),768.0
1139,82,DCM,180 to 2000,112,6.34e-07,alma1,Southern Ocean (S of 40S),634.0
1140,82,DCM,180 to 2000,74,5.04e-08,alma1,Southern Ocean (S of 40S),50.4
1141,82,DCM,180 to 2000,85,8.03e-08,alma1,Southern Ocean (S of 40S),80.3
1142,82,DCM,180 to 2000,13,2.9e-06,alma1,Southern Ocean (S of 40S),2900.0
1143,22,DCM,180 to 2000,35,1.0099999999999999e-07,alma1,Mediterranean Sea,100.99999999999999
1144,51,SRF,0.8 to 5,2743,0.0,alma1,Indian Ocean,0.0
1145,51,SRF,0.8 to 5,66,0.0,alma1,Indian Ocean,0.0
1146,51,SRF,0.8 to 5,36,4.1100000000000004e-08,alma1,Indian Ocean,41.1
1147,51,SRF,0.8 to 5,29,0.0,alma1,Indian Ocean,0.0
1148,18,DCM,5 to 20,24,0.0,alma1,Mediterranean Sea,0.0
1149,18,DCM,5 to 20,36,8.08e-08,alma1,Mediterranean Sea,80.8
1150,18,DCM,5 to 20,12,1.1800000000000001e-07,alma1,Mediterranean Sea,118.00000000000001
1151,18,DCM,5 to 20,46,8.039999999999999e-08,alma1,Mediterranean Sea,80.39999999999999
1152,109,DCM,0.8 to 5,332,0.0,alma1,North Pacific Ocean,0.0
1153,109,DCM,0.8 to 5,2743,0.0,alma1,North Pacific Ocean,0.0
1154,109,DCM,0.8 to 5,179,0.0,alma1,North Pacific Ocean,0.0
1155,109,DCM,0.8 to 5,66,0.0,alma1,North Pacific Ocean,0.0
1156,109,DCM,0.8 to 5,44,0.0,alma1,North Pacific Ocean,0.0
1157,109,DCM,0.8 to 5,46,7.59e-08,alma1,North Pacific Ocean,75.89999999999999
1158,109,DCM,0.8 to 5,58,2.2899999999999997e-07,alma1,North Pacific Ocean,228.99999999999997
1159,109,DCM,0.8 to 5,36,9.75e-08,alma1,North Pacific Ocean,97.5
1160,109,DCM,0.8 to 5,166,0.0,alma1,North Pacific Ocean,0.0
1161,30,SRF,5 to 20,12,1.82e-07,alma1,Mediterranean Sea,182.0
1162,98,DCM,20 to 180,12,2.9899999999999996e-07,alma1,South Pacific Ocean,298.99999999999994
1163,98,DCM,20 to 180,2493,2.81e-08,alma1,South Pacific Ocean,28.1
1164,98,DCM,20 to 180,112,2.06e-08,alma1,South Pacific Ocean,20.599999999999998
1165,98,DCM,20 to 180,4,2.06e-08,alma1,South Pacific Ocean,20.599999999999998
1166,83,SRF,180 to 2000,13,3.29e-07,alma1,Southern Ocean (S of 40S),329.0
1167,83,SRF,180 to 2000,4,3.6200000000000004e-07,alma1,Southern Ocean (S of 40S),362.00000000000006
1168,83,SRF,180 to 2000,67,1.8e-07,alma1,Southern Ocean (S of 40S),180.0
1169,83,SRF,180 to 2000,112,7.12e-08,alma1,Southern Ocean (S of 40S),71.2
1170,78,SRF,180 to 2000,2493,4.24e-08,alma1,South Atlantic Ocean,42.400000000000006
1171,78,SRF,180 to 2000,38,0.0,alma1,South Atlantic Ocean,0.0
1172,131,SRF,20 to 180,44,0.0,alma1,North Pacific Ocean,0.0
1173,131,SRF,20 to 180,46,1.6300000000000002e-07,alma1,North Pacific Ocean,163.00000000000003
1174,102,DCM,0.8 to 5,44,0.0,alma1,South Pacific Ocean,0.0
1175,102,DCM,0.8 to 5,178,2.25e-08,alma1,South Pacific Ocean,22.5
1176,102,DCM,0.8 to 5,66,0.0,alma1,South Pacific Ocean,0.0
1177,102,DCM,0.8 to 5,332,0.0,alma1,South Pacific Ocean,0.0
1178,102,DCM,0.8 to 5,2743,0.0,alma1,South Pacific Ocean,0.0
1179,102,DCM,0.8 to 5,179,0.0,alma1,South Pacific Ocean,0.0
1180,102,DCM,0.8 to 5,188,0.0,alma1,South Pacific Ocean,0.0
1181,102,DCM,0.8 to 5,36,5.42e-08,alma1,South Pacific Ocean,54.2
1182,102,DCM,0.8 to 5,166,0.0,alma1,South Pacific Ocean,0.0
1183,102,DCM,0.8 to 5,58,1.0699999999999999e-07,alma1,South Pacific Ocean,106.99999999999999
1184,18,SRF,5 to 20,12,4.5700000000000006e-08,alma1,Mediterranean Sea,45.7
1185,151,SRF,5 to 20,46,2.23e-07,alma1,North Atlantic Ocean,223.0
1186,151,SRF,5 to 20,2493,3.1e-08,alma1,North Atlantic Ocean,31.0
1187,151,SRF,5 to 20,12,1.51e-07,alma1,North Atlantic Ocean,151.0
1188,11,SRF,5 to 20,66,0.0,alma1,Mediterranean Sea,0.0
1189,102,SRF,0.8 to 5,44,0.0,alma1,South Pacific Ocean,0.0
1190,102,SRF,0.8 to 5,332,0.0,alma1,South Pacific Ocean,0.0
1191,102,SRF,0.8 to 5,58,1.29e-07,alma1,South Pacific Ocean,129.0
1192,83,SRF,0.8 to 5,13,4.15e-06,alma1,Southern Ocean (S of 40S),4150.0
1193,83,SRF,0.8 to 5,66,0.0,alma1,Southern Ocean (S of 40S),0.0
1194,83,SRF,0.8 to 5,30,0.0,alma1,Southern Ocean (S of 40S),0.0
1195,83,SRF,0.8 to 5,85,9.8e-08,alma1,Southern Ocean (S of 40S),98.0
1196,83,SRF,0.8 to 5,74,0.0,alma1,Southern Ocean (S of 40S),0.0
1197,83,SRF,0.8 to 5,112,3.2600000000000003e-07,alma1,Southern Ocean (S of 40S),326.00000000000006
1198,83,SRF,0.8 to 5,747,0.0,alma1,Southern Ocean (S of 40S),0.0
1199,83,SRF,0.8 to 5,4,1.53e-06,alma1,Southern Ocean (S of 40S),1530.0
1200,83,SRF,0.8 to 5,67,2.04e-06,alma1,Southern Ocean (S of 40S),2040.0
1201,83,SRF,0.8 to 5,58,1.96e-07,alma1,Southern Ocean (S of 40S),196.0
1202,84,SRF,5 to 20,112,9.880000000000001e-08,alma1,Southern Ocean (S of 40S),98.80000000000001
1203,84,SRF,5 to 20,4,9.880000000000001e-08,alma1,Southern Ocean (S of 40S),98.80000000000001
1204,84,SRF,5 to 20,30,2.4199999999999997e-07,alma1,Southern Ocean (S of 40S),241.99999999999997
1205,84,SRF,5 to 20,13,0.0,alma1,Southern Ocean (S of 40S),0.0
1206,84,SRF,5 to 20,74,0.0,alma1,Southern Ocean (S of 40S),0.0
1207,84,SRF,5 to 20,44,0.0,alma1,Southern Ocean (S of 40S),0.0
1208,25,SRF,20 to 180,12,3.27e-07,alma1,Mediterranean Sea,327.0
1209,25,SRF,20 to 180,46,4.51e-08,alma1,Mediterranean Sea,45.1
1210,25,SRF,20 to 180,38,0.0,alma1,Mediterranean Sea,0.0
1211,150,SRF,5 to 20,166,0.0,alma1,North Atlantic Ocean,0.0
1212,150,SRF,5 to 20,2493,1.0300000000000001e-07,alma1,North Atlantic Ocean,103.00000000000001
1213,150,SRF,5 to 20,1580,3.9e-08,alma1,North Atlantic Ocean,39.0
1214,150,SRF,5 to 20,1255,0.0,alma1,North Atlantic Ocean,0.0
1215,150,SRF,5 to 20,66,0.0,alma1,North Atlantic Ocean,0.0
1216,136,SRF,0.8 to 5,58,5.14e-07,alma1,North Pacific Ocean,514.0
1217,136,SRF,0.8 to 5,36,1.11e-07,alma1,North Pacific Ocean,111.0
1218,136,SRF,0.8 to 5,166,0.0,alma1,North Pacific Ocean,0.0
1219,136,SRF,0.8 to 5,225,0.0,alma1,North Pacific Ocean,0.0
1220,136,SRF,0.8 to 5,179,0.0,alma1,North Pacific Ocean,0.0
1221,136,SRF,0.8 to 5,2743,0.0,alma1,North Pacific Ocean,0.0
1222,136,SRF,0.8 to 5,332,0.0,alma1,North Pacific Ocean,0.0
1223,136,SRF,0.8 to 5,66,0.0,alma1,North Pacific Ocean,0.0
1224,136,SRF,0.8 to 5,44,0.0,alma1,North Pacific Ocean,0.0
1225,85,DCM,20 to 180,13,1.55e-06,alma1,Southern Ocean (S of 40S),1550.0
1226,85,DCM,20 to 180,74,7.35e-07,alma1,Southern Ocean (S of 40S),735.0
1227,85,DCM,20 to 180,112,2.65e-06,alma1,Southern Ocean (S of 40S),2650.0
1228,85,DCM,20 to 180,4,2.7e-06,alma1,Southern Ocean (S of 40S),2700.0
1229,85,DCM,20 to 180,67,1.05e-06,alma1,Southern Ocean (S of 40S),1050.0
1230,85,DCM,20 to 180,30,1.61e-06,alma1,Southern Ocean (S of 40S),1610.0
1231,122,SRF,180 to 2000,44,0.0,alma1,South Pacific Ocean,0.0
1232,122,SRF,180 to 2000,13,5.7400000000000004e-08,alma1,South Pacific Ocean,57.400000000000006
1233,122,SRF,180 to 2000,58,2.33e-07,alma1,South Pacific Ocean,233.0
1234,122,SRF,180 to 2000,67,5.7400000000000004e-08,alma1,South Pacific Ocean,57.400000000000006
1235,122,SRF,180 to 2000,332,0.0,alma1,South Pacific Ocean,0.0
1236,52,DCM,0.8 to 5,58,1.45e-07,alma1,Indian Ocean,145.0
1237,52,DCM,0.8 to 5,66,0.0,alma1,Indian Ocean,0.0
1238,52,DCM,0.8 to 5,332,0.0,alma1,Indian Ocean,0.0
1239,52,DCM,0.8 to 5,179,0.0,alma1,Indian Ocean,0.0
1240,52,DCM,0.8 to 5,44,0.0,alma1,Indian Ocean,0.0
1241,52,DCM,0.8 to 5,166,0.0,alma1,Indian Ocean,0.0
1242,52,DCM,0.8 to 5,36,1.32e-07,alma1,Indian Ocean,132.0
1243,145,SRF,20 to 180,59,0.0,alma1,North Atlantic Ocean,0.0
1244,145,SRF,20 to 180,12,5.8200000000000005e-08,alma1,North Atlantic Ocean,58.2
1245,111,SRF,20 to 180,46,6.82e-08,alma1,South Pacific Ocean,68.2
1246,111,SRF,20 to 180,44,0.0,alma1,South Pacific Ocean,0.0
1247,111,SRF,20 to 180,12,4.7299999999999996e-07,alma1,South Pacific Ocean,472.99999999999994
1248,148,SRF,180 to 2000,38,0.0,alma1,North Atlantic Ocean,0.0
1249,148,SRF,180 to 2000,2493,5.94e-06,alma1,North Atlantic Ocean,5940.0
1250,145,SRF,5 to 20,2493,3e-08,alma1,North Atlantic Ocean,29.999999999999996
1251,145,SRF,5 to 20,1255,0.0,alma1,North Atlantic Ocean,0.0
1252,145,SRF,5 to 20,58,3e-08,alma1,North Atlantic Ocean,29.999999999999996
1253,78,DCM,20 to 180,46,4.6500000000000006e-08,alma1,South Atlantic Ocean,46.50000000000001
1254,78,DCM,20 to 180,178,1.3e-07,alma1,South Atlantic Ocean,130.0
1255,78,DCM,20 to 180,12,2.95e-07,alma1,South Atlantic Ocean,295.0
1256,100,DCM,0.8 to 5,66,0.0,alma1,South Pacific Ocean,0.0
1257,100,DCM,0.8 to 5,58,1.67e-07,alma1,South Pacific Ocean,167.0
1258,100,DCM,0.8 to 5,2743,0.0,alma1,South Pacific Ocean,0.0
1259,100,DCM,0.8 to 5,332,0.0,alma1,South Pacific Ocean,0.0
1260,100,DCM,0.8 to 5,225,0.0,alma1,South Pacific Ocean,0.0
1261,100,DCM,0.8 to 5,44,0.0,alma1,South Pacific Ocean,0.0
1262,100,DCM,0.8 to 5,36,8.09e-08,alma1,South Pacific Ocean,80.9
1263,39,SRF,5 to 20,179,0.0,alma1,Indian Ocean,0.0
1264,39,SRF,5 to 20,166,0.0,alma1,Indian Ocean,0.0
1265,109,SRF,180 to 2000,44,0.0,alma1,North Pacific Ocean,0.0
1266,109,SRF,180 to 2000,166,0.0,alma1,North Pacific Ocean,0.0
1267,109,SRF,180 to 2000,38,0.0,alma1,North Pacific Ocean,0.0
1268,109,SRF,180 to 2000,179,0.0,alma1,North Pacific Ocean,0.0
1269,98,DCM,180 to 2000,2493,2.8700000000000002e-08,alma1,South Pacific Ocean,28.700000000000003
1270,98,DCM,180 to 2000,12,5.01e-08,alma1,South Pacific Ocean,50.1
1271,98,DCM,180 to 2000,36,0.0,alma1,South Pacific Ocean,0.0
1272,51,SRF,20 to 180,46,2.8300000000000003e-07,alma1,Indian Ocean,283.00000000000006
1273,85,SRF,180 to 2000,13,1.1900000000000001e-05,alma1,Southern Ocean (S of 40S),11900.000000000002
1274,85,SRF,180 to 2000,74,7.89e-06,alma1,Southern Ocean (S of 40S),7890.000000000001
1275,85,SRF,180 to 2000,112,1.74e-05,alma1,Southern Ocean (S of 40S),17400.0
1276,85,SRF,180 to 2000,67,8.26e-06,alma1,Southern Ocean (S of 40S),8260.0
1277,85,SRF,180 to 2000,30,1.24e-06,alma1,Southern Ocean (S of 40S),1240.0
1278,85,SRF,180 to 2000,4,1.92e-05,alma1,Southern Ocean (S of 40S),19200.0
1279,85,SRF,20 to 180,13,2.73e-06,alma1,Southern Ocean (S of 40S),2730.0
1280,85,SRF,20 to 180,74,8.95e-07,alma1,Southern Ocean (S of 40S),895.0
1281,85,SRF,20 to 180,112,2.94e-06,alma1,Southern Ocean (S of 40S),2940.0
1282,85,SRF,20 to 180,67,1.21e-06,alma1,Southern Ocean (S of 40S),1210.0
1283,85,SRF,20 to 180,30,1.93e-06,alma1,Southern Ocean (S of 40S),1930.0000000000002
1284,85,SRF,20 to 180,4,3.17e-06,alma1,Southern Ocean (S of 40S),3170.0
1285,128,DCM,0.8 to 5,178,2.92e-08,alma1,North Pacific Ocean,29.2
1286,128,DCM,0.8 to 5,44,0.0,alma1,North Pacific Ocean,0.0
1287,128,DCM,0.8 to 5,179,0.0,alma1,North Pacific Ocean,0.0
1288,128,DCM,0.8 to 5,2743,0.0,alma1,North Pacific Ocean,0.0
1289,128,DCM,0.8 to 5,66,0.0,alma1,North Pacific Ocean,0.0
1290,128,DCM,0.8 to 5,36,5.98e-08,alma1,North Pacific Ocean,59.800000000000004
1291,128,DCM,0.8 to 5,166,0.0,alma1,North Pacific Ocean,0.0
1292,128,DCM,0.8 to 5,225,0.0,alma1,North Pacific Ocean,0.0
1293,128,DCM,0.8 to 5,1255,0.0,alma1,North Pacific Ocean,0.0
1294,128,DCM,0.8 to 5,58,3.87e-07,alma1,North Pacific Ocean,387.0
1295,109,SRF,0.8 to 5,66,0.0,alma1,North Pacific Ocean,0.0
1296,109,SRF,0.8 to 5,58,1.32e-07,alma1,North Pacific Ocean,132.0
1297,109,SRF,0.8 to 5,179,0.0,alma1,North Pacific Ocean,0.0
1298,109,SRF,0.8 to 5,44,0.0,alma1,North Pacific Ocean,0.0
1299,109,SRF,0.8 to 5,36,3.88e-08,alma1,North Pacific Ocean,38.8
1300,109,SRF,0.8 to 5,166,0.0,alma1,North Pacific Ocean,0.0
1301,128,SRF,5 to 20,1255,0.0,alma1,North Pacific Ocean,0.0
1302,128,SRF,5 to 20,332,0.0,alma1,North Pacific Ocean,0.0
1303,128,SRF,5 to 20,179,0.0,alma1,North Pacific Ocean,0.0
1304,128,SRF,5 to 20,44,0.0,alma1,North Pacific Ocean,0.0
1305,128,SRF,5 to 20,166,0.0,alma1,North Pacific Ocean,0.0
1306,52,SRF,20 to 180,2493,4.82e-08,alma1,Indian Ocean,48.2
1307,52,SRF,20 to 180,44,0.0,alma1,Indian Ocean,0.0
1308,52,SRF,20 to 180,13,0.0,alma1,Indian Ocean,0.0
1309,52,SRF,20 to 180,58,2.46e-08,alma1,Indian Ocean,24.599999999999998
1310,52,SRF,20 to 180,46,7.55e-08,alma1,Indian Ocean,75.5
1311,9,SRF,0.8 to 5,66,1.31e-06,dsyb,Mediterranean Sea,1310.0
